Name,Sample_Name,Group_code,Date,Time,Latitude,Longitude,Altitude
trail_00029.sed:C4,_trail,Tr,8/2/2021,_15_47_22_15_49_03,64.85921,-147.85289,211.2
trail_00030.sed:C4,_trail,Tr,8/2/2021,_15_47_22_15_49_14,64.85921,-147.85289,211.2
trail_00031.sed:C4,_trail,Tr,8/2/2021,_15_49_31_15_49_50,64.85925,-147.85285,207.3
trail_00032.sed:C4,_trail,Tr,8/2/2021,_15_49_31_15_50_02,64.85925,-147.85285,207.3
trail_00033.sed:C4,_trail,Tr,8/2/2021,_15_49_31_15_50_19,64.85925,-147.85285,206.7
trail_00034.sed:C4,_trail,Tr,8/2/2021,_15_49_31_15_50_32,64.85925,-147.85285,206.5
trail_00035.sed:C4,_trail,Tr,8/2/2021,_15_49_31_15_50_42,64.85924,-147.85285,206.3
trail_00036.sed:C4,_trail,Tr,8/2/2021,_15_50_57_15_51_15,64.8592,-147.85284,207.3
trail_00037.sed:C4,_trail,Tr,8/2/2021,_15_50_57_15_51_26,64.8592,-147.85284,207.3
trail_00038.sed:C4,_trail_,Tr,8/2/2021,_15_50_57_15_51_37,64.8592,-147.85284,207.7
trail_00039.sed:C4,_trail,Tr,8/2/2021,_15_50_57_15_51_50,64.85919,-147.85284,207.8
trail_00040.sed:C4,_trail_,Tr,8/2/2021,_15_50_57_15_52_05,64.85919,-147.85284,207.6
white_spruce__00016.sed:C4,_white_spruce,WS,8/2/2021,_13_40_40_13_41_04,64.8626,-147.86424,165.8
white_spruce__00017.sed:C4,__white_spruce,WS,8/2/2021,_13_40_40_13_41_30,64.8626,-147.86425,168.6
white_spruce__00018.sed:C4,__white_spruce,WS,8/2/2021,_13_40_40_13_41_42,64.8626,-147.86424,169.2
white_spruce__00019.sed:C4,_white_spruce_,WS,8/2/2021,_13_40_40_13_42_23,64.86262,-147.86425,169.2
white_spruce__00020.sed:C4,__white_spruce,WS,8/2/2021,_13_40_40_13_42_46,64.86262,-147.86424,169.4
wildrose1_00001.sed:C4,_wildrose,WR,8/2/2021,_12_58_32_12_59_01,64.86196,-147.86459,179.5
wildrose1_00002.sed:C4,_wildrose,WR,8/2/2021,_12_58_32_12_59_37,64.86195,-147.8646,179.8
wildrose1_00003.sed:C4,_wildrose,WR,8/2/2021,_12_58_32_13_00_01,64.86195,-147.86461,180.4
wildrose1_00004.sed:C4,_wildrose,WR,8/2/2021,_12_58_32_13_00_23,64.86195,-147.86461,180.4
wildrose1_00005.sed:C4,_wildrose,WR,8/2/2021,_12_58_32_13_00_49,64.86195,-147.86462,180.4
